id,title,body,kind,created_at,updated_at,list_pin_id,user_id
295,,"Anita has this",1,"2017-12-06 00:40:47.221578","2017-12-06 00:40:47.221578",621,5
296,,"Anita’s got this.",1,"2017-12-07 01:23:18.701287","2017-12-07 01:23:18.701287",628,5
297,,"Anita’s got this with Greg’s help.",1,"2017-12-07 01:24:32.646086","2017-12-07 01:24:32.646086",630,5
298,,"",2,"2017-12-07 23:05:23.078183","2017-12-07 23:05:23.078183",452,6
299,,"Oh I put this on Blake's shelf too. He saw it in a catalog and circled it. Maybe they could go on an adventure together, and hence maybe I'll buy this for Tim! Still thinking.",1,"2017-12-08 03:13:44.207265","2017-12-08 03:13:44.207265",578,1
300,,"Offered a hand-me-down Canon Digital Rebel EOS XSi",2,"2017-12-08 03:16:08.515908","2017-12-08 03:16:08.515908",607,1
301,,"",2,"2017-12-08 14:29:24.554085","2017-12-08 14:29:24.554085",634,6
302,,"",2,"2017-12-08 14:32:44.197094","2017-12-08 14:32:44.197094",629,6
303,,"",2,"2017-12-08 14:58:56.247716","2017-12-08 14:58:56.247716",627,6
305,,"",2,"2017-12-08 15:05:22.343263","2017-12-08 15:05:22.343263",624,6
306,,"",2,"2017-12-08 15:07:04.770432","2017-12-08 15:07:04.770432",554,6
307,,"Yes, getting this.",2,"2017-12-10 22:19:57.402431","2017-12-10 22:19:57.402431",578,1
308,,"Greer loved these fairy books. Getting!",2,"2017-12-10 22:28:01.434246","2017-12-10 22:28:01.434246",568,1
309,,"Got some matchbox cars",2,"2017-12-11 02:24:48.720462","2017-12-11 02:24:48.720462",466,1
311,,"Oh, well, this all needs to get bought. I'm on it.",2,"2017-12-11 13:55:58.962855","2017-12-11 13:55:58.962855",573,4
314,,"",2,"2017-12-12 13:36:23.581946","2017-12-12 13:36:23.581946",466,6
315,,"Got it",2,"2017-12-12 13:38:54.741235","2017-12-12 13:38:54.741235",654,2
316,,Claimed,2,"2017-12-12 17:23:46.833926","2017-12-12 17:23:46.833926",655,2
317,,Claimed,2,"2017-12-12 17:25:07.111719","2017-12-12 17:25:07.111719",604,2
318,,"S&B on this",2,"2017-12-14 01:58:44.410085","2017-12-14 01:58:44.410085",625,20
319,,"S&B on this",2,"2017-12-14 01:58:52.142421","2017-12-14 01:58:52.142421",626,20
320,,"We got the boy a couple musical instruments in the woodwind family.",2,"2017-12-15 17:06:29.140590","2017-12-15 17:06:29.140590",467,3
322,,"I like letters and numbers too!!",2,"2017-12-15 17:06:54.373877","2017-12-15 17:06:54.373877",562,3
323,,"Got matching measuring spoons too.",2,"2017-12-16 02:17:32.484332","2017-12-16 02:17:32.484332",556,3
324,,"Oh good! I thought they came with only that strategically placed button.",1,"2017-12-16 02:18:25.283541","2017-12-16 02:18:25.283541",565,3
325,,"",2,"2017-12-16 02:20:47.158295","2017-12-16 02:20:47.158295",558,3
326,,"On it!",2,"2017-12-16 02:28:12.175784","2017-12-16 02:28:12.175784",635,3
327,,"Mightn't he fall down?",1,"2017-12-16 02:29:28.128276","2017-12-16 02:29:28.128276",648,3
328,,"Can't find nowhere.",1,"2017-12-16 02:37:27.337173","2017-12-16 02:37:27.337173",619,3
329,,"Trying so hard to find....",1,"2017-12-16 10:48:42.361462","2017-12-16 10:48:42.361462",622,3
330,,"Link ain't workin' for me.",1,"2017-12-16 10:53:26.756477","2017-12-16 10:53:26.756477",631,3
331,,"This one neither.",1,"2017-12-16 10:55:33.237222","2017-12-16 10:55:33.237222",632,3
332,,"Nor this.",1,"2017-12-16 10:55:55.974722","2017-12-16 10:55:55.974722",633,3
335,,"",2,"2017-12-16 11:02:01.139367","2017-12-16 11:02:01.139367",550,3
336,,"Damon ",2,"2017-12-19 04:30:22.831181","2017-12-19 04:30:22.831181",535,21
337,,"Alison got this (it wasn't a link just an item from Greer's list)",2,"2017-12-19 19:03:08.922360","2017-12-19 19:03:08.922360",631,1
338,,"We struck out with this item (again, no link just a list item)",1,"2017-12-19 19:03:27.615334","2017-12-19 19:03:27.615334",632,1
339,,"Alison got this.",2,"2017-12-19 19:03:46.346400","2017-12-19 19:03:46.346400",633,1
340,,Found!,2,"2017-12-21 06:14:09.681312","2017-12-21 06:14:09.681312",622,3
341,,"Fine. I’ll do it.",2,"2017-12-22 14:00:34.425154","2017-12-22 14:00:34.425154",648,3
342,,"Buying it",2,"2017-12-26 02:32:28.311588","2017-12-26 02:32:28.311588",571,2
343,,"I'll get this!",2,"2018-03-22 13:17:21.468129","2018-03-22 13:17:21.468129",678,1
344,,"Mom and Dad are fielding this one.",2,"2018-03-26 13:29:27.450600","2018-03-26 13:29:27.450600",679,6
345,,"""Where's Mario?"" - Charlie",1,"2018-03-27 02:14:26.071610","2018-03-27 02:14:26.071610",678,20
346,,"Cochranses have this!",2,"2018-03-30 20:48:51.089594","2018-03-30 20:48:51.089594",681,3
347,,"Edgevalers got this",2,"2018-04-08 13:50:47.073432","2018-04-08 13:50:47.073432",692,2
348,,"Still can't request a certain Audible book right now. So frustrating!",1,"2018-04-09 09:55:28.998036","2018-04-09 09:55:28.998036",675,3
349,,"Claimed by Cochranses",2,"2018-04-09 09:55:54.501945","2018-04-09 09:55:54.501945",674,3
350,,"I think I've been tapped for this.",2,"2018-04-10 12:47:10.265614","2018-04-10 12:47:10.265614",694,4
351,,"I look forward to seeing this in action.",2,"2018-04-10 12:47:33.765820","2018-04-10 12:47:33.765820",682,4
352,,"Mom and Dad L. have this one.",2,"2018-04-13 21:07:16.500256","2018-04-13 21:07:16.500256",677,6
353,,"",1,"2018-04-13 21:07:34.387602","2018-04-13 21:07:34.387602",693,6
355,,"Mom and Dad L. have this one.",1,"2018-04-13 21:08:44.216281","2018-04-13 21:08:44.216281",693,6
356,,"Mom and Dad L. have ordered this.",1,"2018-04-13 21:16:52.066646","2018-04-13 21:16:52.066646",680,6
357,,"Gommy and Bops have this one.",2,"2018-05-07 22:57:30.870092","2018-05-07 22:57:30.870092",701,6
358,,"Bops and Gommy have this one.",2,"2018-05-08 20:09:43.876556","2018-05-08 20:09:43.876556",695,6
359,,"Gommy and Bops got him a P51 Mustang shirt.",1,"2018-05-08 20:32:59.478605","2018-05-08 20:32:59.478605",686,6
360,,"Got it!",2,"2018-05-09 22:07:57.979076","2018-05-09 22:07:57.979076",696,2
361,,"Got it",2,"2018-05-14 13:49:00.052402","2018-05-14 13:49:00.052402",689,1
362,,"I'll get a thing like this!",2,"2018-05-22 20:34:47.719721","2018-05-22 20:34:47.719721",671,1
363,,"Mom and Dad have this one.",2,"2018-05-26 16:08:30.124837","2018-05-26 16:08:30.124837",676,6
364,,"Gommy and Bops have this one.",2,"2018-06-08 14:08:54.925111","2018-06-08 14:08:54.925111",705,6
365,,"Anita’s choice",2,"2018-06-08 19:42:40.900631","2018-06-08 19:42:40.900631",704,5
366,,"Getting for Emma",2,"2018-06-09 15:15:05.446555","2018-06-09 15:15:05.446555",713,1
367,,"Getting for Emma",2,"2018-06-09 15:15:13.970109","2018-06-09 15:15:13.970109",716,1
368,,"Getting one for Lily",2,"2018-06-09 15:15:22.559669","2018-06-09 15:15:22.559669",717,1
369,,"Gommy and Bops have this one.",2,"2018-06-11 14:11:11.647085","2018-06-11 14:11:11.647085",712,6
370,,"Bops and Gommy have this one.",2,"2018-06-11 14:11:46.996654","2018-06-11 14:11:46.996654",714,6
371,,"Gommy and Bops are contributing $50 for each Twin.",1,"2018-06-11 14:15:44.044597","2018-06-11 14:15:44.044597",724,6
372,,"Gommy and Bops have this one.",2,"2018-06-13 15:31:58.400886","2018-06-13 15:31:58.400886",726,6
374,,Getting!,2,"2018-09-05 20:26:13.464056","2018-09-05 20:26:13.464056",732,1
375,,Got!,2,"2018-09-08 12:14:24.898066","2018-09-08 12:14:24.898066",731,2
376,,Got!,2,"2018-09-08 12:39:07.287108","2018-09-08 12:39:07.287108",730,2
377,,"",2,"2018-10-01 15:10:30.022304","2018-10-01 15:10:30.022304",737,6
378,,"",2,"2018-10-01 15:10:48.812440","2018-10-01 15:10:48.812440",736,6
379,,"I think I'll get him the Hogwarts Express.",1,"2018-10-01 19:17:34.279513","2018-10-01 19:17:34.279513",738,1
380,,"We bought Whomping Willow",2,"2018-10-03 12:54:13.670894","2018-10-03 12:54:13.670894",738,2
381,,Claimy-claim,2,"2018-10-08 13:38:08.094137","2018-10-08 13:38:08.094137",735,3
382,,"Claimy-claim
",2,"2018-10-08 13:38:24.078306","2018-10-08 13:38:24.078306",741,3
383,,"Yaaaaaaaaaaas Pleeeeeeeeeeeeeeeease
",1,"2018-10-28 12:09:46.952018","2018-10-28 12:09:46.952018",752,66
384,,"I would like the interest please:)",1,"2018-10-28 12:38:07.831323","2018-10-28 12:38:07.831323",758,66
385,,"",2,"2018-10-28 12:40:10.582086","2018-10-28 12:40:10.582086",728,66
386,,"",2,"2018-10-28 12:40:58.089318","2018-10-28 12:40:58.089318",762,66
387,,"Yes, I agree:)",1,"2018-10-28 12:50:39.561368","2018-10-28 12:50:39.561368",764,66
388,,Please:),1,"2018-10-28 12:50:57.206741","2018-10-28 12:50:57.206741",764,66
389,,"Not sure what Lily's getting but consider this field open. Lord knows her parents won't be buying her anything in this category. ",1,"2018-10-29 01:02:55.355995","2018-10-29 01:02:55.355995",762,3
390,,"Found a way to get this!",2,"2018-10-30 02:34:27.252183","2018-10-30 02:34:27.252183",545,3
391,,Getting!,2,"2018-11-01 17:25:15.989786","2018-11-01 17:25:15.989786",749,1
392,,"Smile, everybody!",2,"2018-11-02 19:09:32.970808","2018-11-02 19:09:32.970808",747,6
393,,"The Old Folks have this one.",2,"2018-11-03 18:35:11.343999","2018-11-03 18:35:11.343999",757,6
394,,"I am getting her the brushes Lily you get her the physical makeup",1,"2018-11-04 13:38:23.888717","2018-11-04 13:38:23.888717",762,67
400,,"Lip gloss. Mwah!",2,"2018-11-15 03:07:45.751142","2018-11-15 03:07:45.751142",762,20
401,,"Ah! She wears my shoe size! Lovin' the chucks, though. Is she sure not the pink?",2,"2018-11-15 03:48:37.857523","2018-11-15 03:48:37.857523",744,20
402,,"Gommy and Bops have this one.",2,"2018-11-15 19:17:18.510641","2018-11-15 19:17:18.510641",777,6
403,,"Gommy and Bops are handling this one.",2,"2018-11-15 19:31:31.411534","2018-11-15 19:31:31.411534",768,6
404,,"Bops and Gommy are handling this one.",2,"2018-11-15 19:32:11.430414","2018-11-15 19:32:11.430414",763,6
406,,"",2,"2018-11-15 20:53:58.369200","2018-11-15 20:53:58.369200",807,67
407,,"Gommy and Bops have this one.",2,"2018-11-16 17:15:54.913561","2018-11-16 17:15:54.913561",796,6
408,,"Bops and Gommy have this covered.",2,"2018-11-18 15:21:05.342298","2018-11-18 15:21:05.342298",767,6
410,,"",2,"2018-11-18 19:23:23.751180","2018-11-18 19:23:23.751180",778,67
411,,"",2,"2018-11-18 19:25:04.902050","2018-11-18 19:25:04.902050",820,67
412,,"If you get this make it clear her: IT IS NOT ONLY HERS!!!!! If you do not she will never let us use it please and taaaannnnnkkkkksssss!",1,"2018-11-18 21:12:30.590964","2018-11-18 21:12:30.590964",743,67
413,,"Gommy and Bops got Tim a dozen baseballs.",1,"2018-11-20 21:25:39.540168","2018-11-20 21:25:39.540168",787,6
414,,"Bops and Gommy got him this.",2,"2018-11-20 21:26:16.255204","2018-11-20 21:26:16.255204",792,6
415,,"Gommy and Bops got him this.",2,"2018-11-20 21:26:41.041034","2018-11-20 21:26:41.041034",793,6
416,,"Gommy and Bops have this.",2,"2018-11-20 21:29:05.536558","2018-11-20 21:29:05.536558",785,6
417,,"Mom and Dad have this one.",2,"2018-11-24 19:00:19.016436","2018-11-24 19:00:19.016436",783,6
419,,"Mom and Dad have contributed to this for Christmas 2018.",1,"2018-11-24 19:19:14.175869","2018-11-24 19:19:14.175869",781,6
420,,"Mom and Dad are on this one.",1,"2018-11-24 19:27:57.334482","2018-11-24 19:27:57.334482",802,6
421,,"Mom and Dad have this.",2,"2018-11-24 19:31:16.137729","2018-11-24 19:31:16.137729",824,6
422,,"Mom and Dad have these.",2,"2018-11-24 19:31:49.012409","2018-11-24 19:31:49.012409",821,6
423,,"Mom and Dad are making a contribution to this.",1,"2018-11-28 15:23:57.643043","2018-11-28 15:23:57.643043",771,6
424,,"Mom and Dad have this one.",2,"2018-11-28 15:36:05.475253","2018-11-28 15:36:05.475253",806,6
425,,"Mom and Dad have this one.",2,"2018-11-28 15:37:28.988893","2018-11-28 15:37:28.988893",818,6
426,,"Mom and Dad have this one.",2,"2018-11-28 15:47:40.050099","2018-11-28 15:47:40.050099",838,6
427,,"Mom and Dad have this one.",2,"2018-11-28 15:53:02.170570","2018-11-28 15:53:02.170570",839,6
429,,"I’ll tackle this",2,"2018-12-02 19:01:48.568408","2018-12-02 19:01:48.568408",790,1
430,,"She hates pink for reasons no one understands.",1,"2018-12-04 00:08:59.476906","2018-12-04 00:08:59.476906",744,3
431,,"Gommy and Bops got the Harry P. calendar for Blake.",1,"2018-12-05 14:29:12.264984","2018-12-05 14:29:12.264984",825,6
432,,"Gommy and Bops have this one.",2,"2018-12-05 14:38:01.374039","2018-12-05 14:38:01.374039",826,6
433,,"Gommy and Bops have this one.",2,"2018-12-05 14:45:15.388634","2018-12-05 14:45:15.388634",841,6
434,,"Gommy and Bops got a Sierra Club one for Greer.",1,"2018-12-05 14:55:52.300100","2018-12-05 14:55:52.300100",825,6
435,,"Mom and Dad L. have this one.",2,"2018-12-05 15:08:46.314009","2018-12-05 15:08:46.314009",843,6
436,,Getting,2,"2018-12-07 15:33:14.256578","2018-12-07 15:33:14.256578",810,1
437,,"We'll do this for Jane's bday.",2,"2018-12-07 15:42:02.879251","2018-12-07 15:42:02.879251",758,1
438,,"I will, CHEEEEEEEEEESE!!!!!!
",1,"2018-12-08 14:33:09.538663","2018-12-08 14:33:09.538663",747,66
439,,"I love these puns hehehehe!
",1,"2018-12-08 14:33:38.754870","2018-12-08 14:33:38.754870",746,66
440,,"Gommy and Bops have this one covered.",2,"2018-12-09 14:36:27.049469","2018-12-09 14:36:27.049469",872,6
441,,"Mom and Dad have this one.",2,"2018-12-09 14:39:55.955607","2018-12-09 14:39:55.955607",860,6
442,,"Gommy and Bops got him some cars.",2,"2018-12-09 15:44:56.703627","2018-12-09 15:44:56.703627",876,6
443,,"Parents have this",2,"2018-12-09 16:02:42.956365","2018-12-09 16:02:42.956365",867,4
444,,"5 in Girl’s shoes; 6 in women’s shoes",1,"2018-12-09 16:03:21.417779","2018-12-09 16:03:21.417779",871,4
445,,"Alison has this",2,"2018-12-09 16:18:45.989612","2018-12-09 16:18:45.989612",880,4
446,,"Gommy and Bops have this, and Gommy wants a turn with it.",2,"2018-12-09 17:44:26.831025","2018-12-09 17:44:26.831025",874,6
447,,"Gommy and Bops will be contributing to this.",1,"2018-12-09 17:45:25.679428","2018-12-09 17:45:25.679428",873,6
448,,"Gommy and Bops got him a variation on this and 4 random characters.",1,"2018-12-09 17:59:25.438638","2018-12-09 17:59:25.438638",877,6
449,,"",1,"2018-12-09 18:07:44.150669","2018-12-09 18:07:44.150669",779,5
450,,"This is my choice.",1,"2018-12-09 18:08:43.020867","2018-12-09 18:08:43.020867",779,5
451,,"Mom and Dad L. have this one.",2,"2018-12-10 16:04:52.745831","2018-12-10 16:04:52.745831",851,6
452,,"Mom and Dad have these.",2,"2018-12-10 16:07:25.712310","2018-12-10 16:07:25.712310",850,6
453,,"Mom and Dad L. have this.",2,"2018-12-10 16:10:57.107614","2018-12-10 16:10:57.107614",815,6
454,,"",2,"2018-12-12 01:54:06.713601","2018-12-12 01:54:06.713601",800,20
455,,"",2,"2018-12-12 02:26:55.483658","2018-12-12 02:26:55.483658",827,20
456,,"",2,"2018-12-12 02:27:42.848337","2018-12-12 02:27:42.848337",855,20
457,,"Also, I think any color would be fine accept for pink if you can it is okay if non ha... so yeah",1,"2018-12-13 00:12:47.751763","2018-12-13 00:12:47.751763",754,66
458,,"Mama has this.",2,"2018-12-13 10:51:22.178383","2018-12-13 10:51:22.178383",751,3
459,,"Kid XL or Adult S. The latter is preferable, as she likes oversized.",1,"2018-12-13 10:51:57.356880","2018-12-13 10:51:57.356880",885,3
460,,"",2,"2018-12-14 07:35:56.272822","2018-12-14 07:35:56.272822",805,21
461,,"Got it!",2,"2018-12-14 12:57:37.058410","2018-12-14 12:57:37.058410",890,1
462,,"After talking to Ben, we'll probably do a Harry Potter Lego set so this remains available.",1,"2018-12-14 12:58:15.780437","2018-12-14 12:58:15.780437",888,1
463,,"",2,"2018-12-14 18:34:07.062770","2018-12-14 18:34:07.062770",743,3
464,,Claimed!,2,"2018-12-15 12:52:25.356203","2018-12-15 12:52:25.356203",866,2
465,,Claimed!,2,"2018-12-15 12:54:03.713716","2018-12-15 12:54:03.713716",842,2
466,,Claimed.,2,"2018-12-15 13:05:16.350940","2018-12-15 13:05:16.350940",834,4
468,,"Gommy and Bops have this one.",2,"2018-12-16 00:08:10.141272","2018-12-16 00:08:10.141272",748,6
469,,"Cochrans shall get this.",2,"2018-12-16 12:08:59.743342","2018-12-16 12:08:59.743342",857,3
470,,"Got a set for the triplets",2,"2018-12-16 12:14:30.096287","2018-12-16 12:14:30.096287",868,3
471,,"Cochrans got a cool chameleon one.",2,"2018-12-16 12:16:18.961695","2018-12-16 12:16:18.961695",875,3
472,,"",2,"2018-12-16 17:41:06.245479","2018-12-16 17:41:06.245479",776,67
473,,"",2,"2018-12-16 17:54:06.900176","2018-12-16 17:54:06.900176",814,3
474,,"As with Ben last year, I can't buy the combo as a gift, so I'll buy her gift cards to cover it.",1,"2018-12-16 18:01:25.341406","2018-12-16 18:01:25.341406",814,3
475,,"",2,"2018-12-16 18:13:09.861115","2018-12-16 18:13:09.861115",889,3
476,,"We'll get something Harry Pottery but appropriate",1,"2018-12-16 18:15:13.472894","2018-12-16 18:15:13.472894",894,3
477,,"",2,"2018-12-16 18:27:37.247286","2018-12-16 18:27:37.247286",869,20
478,,"Claimed on behalf of parents",2,"2018-12-16 18:48:00.097718","2018-12-16 18:48:00.097718",837,20
479,,"Gommy and Bops are running with this.",2,"2018-12-18 14:11:01.521791","2018-12-18 14:11:01.521791",746,6
480,,"",2,"2018-12-19 14:16:49.037409","2018-12-19 14:16:49.037409",755,3
481,,"",2,"2018-12-19 14:17:10.037080","2018-12-19 14:17:10.037080",759,3
482,,"",2,"2018-12-19 14:20:49.607037","2018-12-19 14:20:49.607037",831,3
483,,"",2,"2018-12-19 16:12:21.407506","2018-12-19 16:12:21.407506",764,3
484,,"",2,"2018-12-20 14:53:10.153511","2018-12-20 14:53:10.153511",879,4
486,,"",2,"2018-12-21 02:16:35.782918","2018-12-21 02:16:35.782918",871,20
487,,"Got some scented lotions ",1,"2018-12-21 19:39:47.350800","2018-12-21 19:39:47.350800",766,20
488,,"Mom got this",2,"2018-12-22 11:53:04.972759","2018-12-22 11:53:04.972759",798,67
489,,"Got it from Grammy!",2,"2018-12-27 12:42:21.561262","2018-12-27 12:42:21.561262",849,2
490,,"Got it from Grammy!",2,"2018-12-27 12:42:27.934163","2018-12-27 12:42:27.934163",852,2
491,,"Got it from Grammy!",2,"2018-12-27 12:42:36.957773","2018-12-27 12:42:36.957773",853,2
492,,"Got it from Grammy!",2,"2018-12-27 12:42:43.190680","2018-12-27 12:42:43.190680",854,2
493,,"",2,"2019-03-26 14:46:56.299614","2019-03-26 14:46:56.299614",911,3
494,,"Still don't let you buy both for others - just one or the other without the combo discount. Gift card it is!",1,"2019-03-26 14:49:40.043241","2019-03-26 14:49:40.043241",911,3
495,,Getting!,2,"2019-03-27 12:07:28.879742","2019-03-27 12:07:28.879742",904,1
496,,"We're giving him one of these for his 2019 birthday.",2,"2019-03-27 13:49:55.290881","2019-03-27 13:49:55.290881",840,6
497,,"",1,"2019-03-30 19:59:59.938561","2019-03-30 19:59:59.938561",905,5
498,,"",1,"2019-03-30 20:00:02.755669","2019-03-30 20:00:02.755669",905,5
499,,Anita,1,"2019-03-30 20:00:30.301523","2019-03-30 20:00:30.301523",908,5
500,,"Getting it!",2,"2019-04-09 00:58:41.840112","2019-04-09 00:58:41.840112",910,2
501,,"Getting it!",2,"2019-04-09 00:58:49.617719","2019-04-09 00:58:49.617719",909,2
502,,"Mom and Dad have this one.  (Here's looking at you, kid!)",2,"2019-04-11 18:30:37.342786","2019-04-11 18:30:37.342786",916,6
503,,"On it.",2,"2019-04-15 23:13:01.267932","2019-04-15 23:13:01.267932",913,4
504,,"I want to read this too, actually. I guess we'll fight over it?",2,"2019-04-15 23:13:27.424025","2019-04-15 23:13:27.424025",914,4
505,,Pretty!!,2,"2019-04-18 15:01:00.423908","2019-04-18 15:01:00.423908",917,3
506,,Getting!,2,"2019-05-08 11:16:48.436119","2019-05-08 11:16:48.436119",926,1
507,,"",2,"2019-05-11 16:28:39.620565","2019-05-11 16:28:39.620565",920,6
508,,"Bops and Gommy got him something like these.",2,"2019-05-11 16:32:41.817430","2019-05-11 16:32:41.817430",928,6
509,,"Gommy and Bops have this one.",2,"2019-05-25 17:29:07.332373","2019-05-25 17:29:07.332373",950,6
510,,"Gommy and Bops have this one.",2,"2019-05-25 17:35:16.202554","2019-05-25 17:35:16.202554",953,6
511,,"Gommy and Bops have this one.",2,"2019-05-25 17:35:54.187709","2019-05-25 17:35:54.187709",936,6
512,,"",2,"2019-05-26 20:55:26.190823","2019-05-26 20:55:26.190823",931,21
513,,Get,2,"2019-05-29 12:59:01.617677","2019-05-29 12:59:01.617677",933,1
514,,"Claimèd",2,"2019-06-02 17:05:25.804923","2019-06-02 17:05:25.804923",955,2
515,,"Amazon wasn't going to be able to deliver this particular book on time, so I got this other one (with very good reviews) instead: https://www.amazon.com/Soccer-IQ-Things-Smart-Players/dp/1469982471/ref=pd_sbs_14_6/135-5769436-5398242?_encoding=UTF8&pd_rd_i=1469982471&pd_rd_r=ea7a2418-8558-11e9-a9ce-814cf5dd9e62&pd_rd_w=KdG7G&pd_rd_wg=Afn7g&pf_rd_p=588939de-d3f8-42f1-a3d8-d556eae5797d&pf_rd_r=9PWA4W9P50S8YE9M25CQ&psc=1&refRID=9PWA4W9P50S8YE9M25CQ",1,"2019-06-02 17:10:17.534076","2019-06-02 17:10:17.534076",901,2
516,,"Gettin it!",2,"2019-06-03 12:54:23.559027","2019-06-03 12:54:23.559027",956,2
